"DISTRITO","MUNICIPIO","MICROREGIAO","MESOREGIAO","UF","CATEGORIA","LOCALIDADE","LON","LAT","ALT","TIPO"
MARACAJU,MARACAJU,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,NÚCLEO,DESTILARIA,-55.416864814655,-21.268167493535,"511.406189",RURAL
MARACAJU,MARACAJU,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA SERROY,-55.8071703382809,-21.4798826401683,"468.502673",RURAL
VISTA ALEGRE,MARACAJU,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,VISTA ALEGRE,-55.5100741677557,-21.7330027435589,"524.117816",URBANO
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,CIDADE,MIRANDA,-56.3901982861341,-20.2393334990435,"122.647034",URBANO
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA CACHOEIRINHA,-56.2912672012969,-20.1904072058648,"182.74597",RURAL
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA ARGOLA,-56.2681616194861,-20.2030416019748,"173.744378",RURAL
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,NÚCLEO,FUNDAÇÃO BRADESCO,-56.7847446519564,-20.0876158609972,"130.832732",RURAL
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,AUI,SALOBRA,-56.5098767380075,-20.1917097137408,"122.548599",URBANO
MIRANDA,MIRANDA,AQUIDAUANA,PANTANAIS SUL MATO-GROSSENSE,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA MÃE TERRA,-56.2743935638872,-20.2266986433703,"181.378913",RURAL
MUNDO NOVO,MUNDO NOVO,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,MUNDO NOVO,-54.2816614237766,-23.9352736181859,"315.646732",URBANO
NAVIRAÍ,NAVIRAÍ,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,NAVIRAÍ,-54.1988361701181,-23.0599994824999,"356.378408",URBANO
NAVIRAÍ,NAVIRAÍ,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,POVOADO,USINA,-54.1962693390454,-23.1331191837746,"249.533777",RURAL
NAVIRAÍ,NAVIRAÍ,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,AUI,DISTRITO VERDE,-54.2059059889548,-23.1046478137613,"295.811801",URBANO
NIOAQUE,NIOAQUE,BODOQUENA,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,NIOAQUE,-55.8338899214135,-21.1581523134991,"195.0721",URBANO
NOVA ALVORADA DO SUL,NOVA ALVORADA DO SUL,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,NOVA ALVORADA DO SUL,-54.3828036000825,-21.4666342525148,"419.364465",URBANO
NOVA ALVORADA DO SUL,NOVA ALVORADA DO SUL,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,AUI,PANA,-53.8624193565363,-21.6077033577605,"406.708846",URBANO
NOVA ALVORADA DO SUL,NOVA ALVORADA DO SUL,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,AUI,LOTEAMENTO SOCIAL VACÍLIO DIAS,-54.3649996205058,-21.4731548216874,"398.998892",URBANO
NOVA ALVORADA DO SUL,NOVA ALVORADA DO SUL,DOURADOS,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,AUI,DISTRITO INDUSTRIAL USINA STA FÉ,-54.3735555477245,-21.4310690059371,"460.741044",URBANO
NOVA ANDRADINA,NOVA ANDRADINA,NOVA ANDRADINA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,NOVA ANDRADINA,-53.3515738148688,-22.2487593127534,"388.288738",URBANO
NOVA CASA VERDE,NOVA ANDRADINA,NOVA ANDRADINA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,NOVA CASA VERDE,-53.2688863419883,-21.754778883922,"387.494129",URBANO
NOVO HORIZONTE DO SUL,NOVO HORIZONTE DO SUL,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,NOVO HORIZONTE DO SUL,-53.8608865570425,-22.6549531055812,"347.988549",URBANO
PARANAÍBA,PARANAÍBA,PARANAÍBA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,PARANAÍBA,-51.1887077083698,-19.6773717332006,"382.84237",URBANO
ALTO SANTANA,PARANAÍBA,PARANAÍBA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,ALTO SANTANA,-51.4264767946801,-19.5541987835493,"480.781134",URBANO
RAIMUNDO,PARANAÍBA,PARANAÍBA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,RAIMUNDO,-51.3745949523375,-19.4270996753953,"486.227516",URBANO
SÃO JOÃO DO APORÉ,PARANAÍBA,PARANAÍBA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,SÃO JOÃO DO APORÉ,-51.4087538788761,-19.1869062889461,"400.730502",URBANO
TAMANDARÉ,PARANAÍBA,PARANAÍBA,LESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,VILA,TAMANDARÉ,-51.6905934668162,-19.3226318138518,"495.870573",URBANO
PARANHOS,PARANHOS,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,CIDADE,PARANHOS,-55.4330304573901,-23.8968696614801,"415.93522",URBANO
PARANHOS,PARANHOS,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA TACUAPIRI,-55.3691801615162,-23.9479526694604,"377.450688",RURAL
PARANHOS,PARANHOS,IGUATEMI,SUDOESTE DE MATO GROSSO DO SUL,MATO GROSSO DO SUL,ALDEIA INDÍGENA,ALDEIA INDÍGENA ARROIO CORA,-55.2603532704349,-23.6835180347913,"421.573391",RURAL
PEDRO GOMES,PEDRO GOMES,ALTO TAQUARI,CENTRO NORTE DE MATO GROSSO DO,MATO GROSSO DO SUL,CIDADE,PEDRO GOMES,-54.5524458291661,-18.1018562342507,"276.231363",URBANO
SELBACH,SELBACH,NÃO-ME-TOQUE,NOROESTE RIO-GRANDENSE,RIO GRANDE DO SUL,CIDADE,SELBACH,-52.9565252738362,-28.6274338066309,"406.270514",URBANO
ARROIO GRANDE,SELBACH,NÃO-ME-TOQUE,NOROESTE RIO-GRANDENSE,RIO GRANDE DO SUL,VILA,ARROIO GRANDE,-53.0137735695651,-28.6410562918617,"384.243714",URBANO
BRAÇO DO TROMBUDO,BRAÇO DO TROMBUDO,RIO DO SUL,VALE DO ITAJAÍ,SANTA CATARINA,CIDADE,BRAÇO DO TROMBUDO,-49.8909079359514,-27.3642513451248,"412.955562",URBANO
BRAÇO DO TROMBUDO,BRAÇO DO TROMBUDO,RIO DO SUL,VALE DO ITAJAÍ,SANTA CATARINA,AUI,SERRIL,-49.9479100595897,-27.3842347896461,"659.751545",URBANO
BRUNÓPOLIS,BRUNÓPOLIS,CURITIBANOS,SERRANA,SANTA CATARINA,CIDADE,BRUNÓPOLIS,-50.8359207719507,-27.318362150824,"901.997794",URBANO
BRUNÓPOLIS,BRUNÓPOLIS,CURITIBANOS,SERRANA,SANTA CATARINA,POVOADO,MAROMBAS,-50.7663009118184,-27.3306333107859,"797.932969",RURAL
BRUSQUE,BRUSQUE,BLUMENAU,VALE DO ITAJAÍ,SANTA CATARINA,CIDADE,BRUSQUE,-48.9151630055153,-27.0983102262107,"24.649214",URBANO
CAÇADOR,CAÇADOR,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,CIDADE,CAÇADOR,-51.0190347589981,-26.7753476727182,"890.702408",URBANO
CAÇADOR,CAÇADOR,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA HERMINIO G.S.,-50.946050629246,-26.7161339935742,"1049.73721",RURAL
TAQUARA VERDE,CAÇADOR,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,VILA,TAQUARA VERDE,-51.2036643985498,-26.7674773089073,"1080.625941",URBANO
TAQUARA VERDE,CAÇADOR,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA PUTINGA,-51.2474022237763,-26.6533821045614,"1052.162867",RURAL
CAIBI,CAIBI,CHAPECÓ,OESTE CATARINENSE,SANTA CATARINA,CIDADE,CAIBI,-53.2505271955837,-27.073053932558,"322.78054",URBANO
CALMON,CALMON,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,CIDADE,CALMON,-51.0966349045981,-26.6046771770733,"1184.458318",URBANO
CALMON,CALMON,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA PUTINGA,-51.2098445669455,-26.6572782941035,"1186.818652",RURAL
CALMON,CALMON,JOAÇABA,OESTE CATARINENSE,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA JANGADA,-51.2027551628682,-26.6194771500404,"1080.632847",RURAL
CAMBORIÚ,CAMBORIÚ,ITAJAÍ,VALE DO ITAJAÍ,SANTA CATARINA,CIDADE,CAMBORIÚ,-48.6499958521006,-27.0264564992357,"9.503278",URBANO
MONTE ALEGRE,CAMBORIÚ,ITAJAÍ,VALE DO ITAJAÍ,SANTA CATARINA,VILA,MONTE ALEGRE,-48.6621091979256,-27.0003604992362,"7.972897",URBANO
CAPÃO ALTO,CAPÃO ALTO,CAMPOS DE LAGES,SERRANA,SANTA CATARINA,CIDADE,CAPÃO ALTO,-50.5114792925864,-27.9416852818149,"1037.29631",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,CIDADE,CAMPO ALEGRE,-49.2633444820536,-26.1906592824645,"861.499794",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,SÃO MIGUEL,-49.2217179481724,-26.1673173789764,"928.617599",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,PARQUE INDUSTRIAL,-49.2968796261666,-26.2085494979391,"921.580571",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,BELA VISTA,-49.2779831857898,-26.216626338845,"1018.534476",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,RIO VERMELHO,-49.3023807567164,-26.2132303367162,"965.819805",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,CAMPESTRE,-49.2920379058805,-26.2286692780366,"1014.02782",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,RIO VERMELHO II,-49.2773716568809,-26.2035225506334,"931.665532",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,RIO REPRESO,-49.3471329402858,-26.1888752476948,"858.957686",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,FAXINAL,-49.2930011916083,-26.1744891625831,"860.076014",URBANO
CAMPO ALEGRE,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,AUI,SALTO DO ENGENHO,-49.3000629709023,-26.156149864235,"880.404383",URBANO
BATEIAS DE BAIXO,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,VILA,BATEIAS DE BAIXO,-49.262426725214,-26.0960538527602,"825.684717",URBANO
FRAGOSOS,CAMPO ALEGRE,SÃO BENTO DO SUL,NORTE CATARINENSE,SANTA CATARINA,VILA,FRAGOSOS,-49.3796025903043,-26.1630350724837,"804.016751",URBANO
CAMPO BELO DO SUL,CAMPO BELO DO SUL,CAMPOS DE LAGES,SERRANA,SANTA CATARINA,CIDADE,CAMPO BELO DO SUL,-50.7619937519385,-27.8966573872665,"999.330917",URBANO
CAMPO ERÊ,CAMPO ERÊ,CHAPECÓ,OESTE CATARINENSE,SANTA CATARINA,CIDADE,CAMPO ERÊ,-53.0901551703376,-26.3945511410056,"940.953881",URBANO
CAMPO ERÊ,CAMPO ERÊ,CHAPECÓ,OESTE CATARINENSE,SANTA CATARINA,NÚCLEO,NÚCLEO DA INDÚSTRIA CALDATTO,-53.2551615953785,-26.4015147099676,"837.305884",RURAL
CAMPOS NOVOS,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,CIDADE,CAMPOS NOVOS,-51.2236729932379,-27.3990529792286,"938.56937",URBANO
CAMPOS NOVOS,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA 30 DE OUTUBRO - HUMAITÁ,-51.3421414327328,-27.3491253980366,"798.852798",RURAL
BELA VISTA,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,BELA VISTA,-51.2415854508024,-27.2540593672444,"896.18181",URBANO
DAL'PAI,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,DAL'PAI,-50.9146884226944,-27.254413014901,"884.877994",URBANO
ENCRUZILHADA,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,ENCRUZILHADA,-51.3854962336384,-27.5293975969403,"814.588353",URBANO
ESPINILHO,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,ESPINILHO,-51.1073015686005,-27.2920519321972,"993.909755",URBANO
IBICUÍ,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,IBICUÍ,-51.1763525994096,-27.5411201730144,"745.983443",URBANO
LEÃO,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,LEÃO,-51.5617456550676,-27.3114832055192,"498.93338",URBANO
LEÃO,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,PROJETO DE ASSENTAME,AGROVILA DO PA SÃO JOSÉ,-51.4421042318078,-27.3499652797815,"781.72257",RURAL
GUARANI,CAMPOS NOVOS,CURITIBANOS,SERRANA,SANTA CATARINA,VILA,GUARANI,-51.4480009549511,-27.4047486871515,"848.591676",URBANO
CANELINHA,CANELINHA,TIJUCAS,GRANDE FLORIANÓPOLIS,SANTA CATARINA,CIDADE,CANELINHA,-48.7892731276779,-27.2724147946086,"13.178783",URBANO
CANOINHAS,CANOINHAS,CANOINHAS,NORTE CATARINENSE,SANTA CATARINA,CIDADE,CANOINHAS,-50.3978487118933,-26.1788070142524,"776.625415",URBANO
CAMPO DA ÁGUA VERDE,CANOINHAS,CANOINHAS,NORTE CATARINENSE,SANTA CATARINA,VILA,CAMPO DA ÁGUA VERDE,-50.3826062735828,-26.1732901132817,"758.058519",URBANO
FELIPE SCHMIDT,CANOINHAS,CANOINHAS,NORTE CATARINENSE,SANTA CATARINA,VILA,FELIPE SCHMIDT,-50.6856213846215,-26.1836792556307,"787.43185",URBANO
MARCÍLIO DIAS,CANOINHAS,CANOINHAS,NORTE CATARINENSE,SANTA CATARINA,VILA,MARCÍLIO DIAS,-50.389445027922,-26.1369679771239,"793.185695",URBANO
NOVA GUARITA,SOMBRIO,ARARANGUÁ,SUL CATARINENSE,SANTA CATARINA,VILA,NOVA GUARITA,-49.6288460002144,-29.0774461106249,"14.334757",URBANO
SUL BRASIL,SUL BRASIL,CHAPECÓ,OESTE CATARINENSE,SANTA CATARINA,CIDADE,SUL BRASIL,-52.9642047957299,-26.736936209706,"406.505658",URBANO
TAIÓ,TAIÓ,RIO DO SUL,VALE DO ITAJAÍ,SANTA CATARINA,CIDADE,TAIÓ,-50.0050964642724,-27.1179373002204,"346.446522",URBANO
SANTA TEREZA DO OESTE,SANTA TEREZA DO OESTE,CASCAVEL,OESTE PARANAENSE,PARANÁ,AUI,SANTA MARIA,-53.5864153857433,-25.1412568159808,"759.301392",URBANO
SANTA TEREZINHA DE ITAIPU,SANTA TEREZINHA DE ITAIPU,FOZ DO IGUAÇU,OESTE PARANAENSE,PARANÁ,CIDADE,SANTA TEREZINHA DE ITAIPU,-54.3995187311272,-25.4421605134166,"283.01521",URBANO
SANTO ANTÔNIO DA PLATINA,SANTO ANTÔNIO DA PLATINA,JACAREZINHO,NORTE PIONEIRO PARANAENSE,PARANÁ,CIDADE,SANTO ANTÔNIO DA PLATINA,-50.0773459027438,-23.2970488330377,"490.591187",URBANO
SANTO ANTÔNIO DA PLATINA,SANTO ANTÔNIO DA PLATINA,JACAREZINHO,NORTE PIONEIRO PARANAENSE,PARANÁ,POVOADO,PLATINA,-50.0071556881373,-23.3162390079297,"555.503298",RURAL
CONSELHEIRO ZACARIAS,SANTO ANTÔNIO DA PLATINA,JACAREZINHO,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,CONSELHEIRO ZACARIAS,-49.9798119507362,-23.4129958130656,"628.375254",URBANO
MONTE REAL,SANTO ANTÔNIO DA PLATINA,JACAREZINHO,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,MONTE REAL,-50.138814185324,-23.2313736912516,"512.4259",URBANO
SANTO ANTÔNIO DO CAIUÁ,SANTO ANTÔNIO DO CAIUÁ,PARANAVAÍ,NOROESTE PARANAENSE,PARANÁ,CIDADE,SANTO ANTÔNIO DO CAIUÁ,-52.3446578437543,-22.7339747691581,"377.813262",URBANO
SANTO ANTÔNIO DO PARAÍSO,SANTO ANTÔNIO DO PARAÍSO,CORNÉLIO PROCÓPIO,NORTE PIONEIRO PARANAENSE,PARANÁ,CIDADE,SANTO ANTÔNIO DO PARAÍSO,-50.6468281629708,-23.4947194367769,"689.434523",URBANO
SÃO JUDAS TADEU,SANTO ANTÔNIO DO PARAÍSO,CORNÉLIO PROCÓPIO,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,SÃO JUDAS TADEU,-50.6774084100661,-23.5214143835127,"762.311655",URBANO
SANTO ANTÔNIO DO SUDOESTE,SANTO ANTÔNIO DO SUDOESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,CIDADE,SANTO ANTÔNIO DO SUDOESTE,-53.7230834338629,-26.0749754785585,"532.424763",URBANO
MARCIONÓPOLIS,SANTO ANTÔNIO DO SUDOESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,MARCIONÓPOLIS,-53.6455025737868,-26.1115019916096,"524.584408",URBANO
SÃO PEDRO DO FLORIDO,SANTO ANTÔNIO DO SUDOESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,SÃO PEDRO DO FLORIDO,-53.6237495747328,-25.9930452133436,"463.380397",URBANO
SÃO PEDRO DO FLORIDO,SANTO ANTÔNIO DO SUDOESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,AUI,SÃO SEBASTIÃO DO FLORIDO,-53.640845577776,-26.0273439465137,"541.628193",URBANO
SANTO INÁCIO,SANTO INÁCIO,ASTORGA,NORTE CENTRAL PARANAENSE,PARANÁ,CIDADE,SANTO INÁCIO,-51.7952999014099,-22.7000685756214,"344.735092",URBANO
SANTO INÁCIO,SANTO INÁCIO,ASTORGA,NORTE CENTRAL PARANAENSE,PARANÁ,AUI,POUSADA DO PARANAPANEMA,-51.7453846414259,-22.6333432806271,"300.561468",URBANO
SÃO CARLOS DO IVAÍ,SÃO CARLOS DO IVAÍ,PARANAVAÍ,NOROESTE PARANAENSE,PARANÁ,CIDADE,SÃO CARLOS DO IVAÍ,-52.4771145893703,-23.3088474513599,"383.346459",URBANO
PORTO SÃO CARLOS,SÃO CARLOS DO IVAÍ,PARANAVAÍ,NOROESTE PARANAENSE,PARANÁ,VILA,PORTO SÃO CARLOS,-52.5163809777572,-23.3529933366971,"344.825136",URBANO
SÃO JERÔNIMO DA SERRA,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,CIDADE,SÃO JERÔNIMO DA SERRA,-50.7384804270196,-23.723403403633,"907.856368",URBANO
SÃO JERÔNIMO DA SERRA,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,POVOADO,TAQUARA,-50.7921094920598,-23.6850484093862,"734.875917",RURAL
SÃO JERÔNIMO DA SERRA,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,POVOADO,BAIRRO CARATUVA,-50.7621738255413,-23.6416392875273,"724.956843",RURAL
SÃO JOÃO DO PINHAL,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,SÃO JOÃO DO PINHAL,-50.8532148243151,-23.6390923435386,"738.707477",URBANO
TERRA NOVA,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,TERRA NOVA,-50.8125274499353,-23.7828073800018,"996.71252",URBANO
VILA NOVA DE FLORENÇA,SÃO JERÔNIMO DA SERRA,ASSAÍ,NORTE PIONEIRO PARANAENSE,PARANÁ,VILA,VILA NOVA DE FLORENÇA,-50.8685356965534,-23.5914008294655,"665.800354",URBANO
SÃO JOÃO,SÃO JOÃO,PATO BRANCO,SUDOESTE PARANAENSE,PARANÁ,CIDADE,SÃO JOÃO,-52.7294732188134,-25.8246629361444,"667.617974",URBANO
DOIS IRMÃOS,SÃO JOÃO,PATO BRANCO,SUDOESTE PARANAENSE,PARANÁ,VILA,DOIS IRMÃOS,-52.7914067545178,-25.8291838768924,"521.91129",URBANO
NOVA LOURDES,SÃO JOÃO,PATO BRANCO,SUDOESTE PARANAENSE,PARANÁ,VILA,NOVA LOURDES,-52.840252440853,-25.7863256522296,"498.145834",URBANO
OURO VERDE,SÃO JOÃO,PATO BRANCO,SUDOESTE PARANAENSE,PARANÁ,VILA,OURO VERDE,-52.8064546129052,-25.7062908596756,"593.014544",URBANO
VILA PARAÍSO,SÃO JOÃO,PATO BRANCO,SUDOESTE PARANAENSE,PARANÁ,VILA,VILA PARAÍSO,-52.7659689686739,-25.7612868498056,"546.195821",URBANO
SÃO JOÃO DO CAIUÁ,SÃO JOÃO DO CAIUÁ,PARANAVAÍ,NOROESTE PARANAENSE,PARANÁ,CIDADE,SÃO JOÃO DO CAIUÁ,-52.3397510425866,-22.8544043257963,"453.877767",URBANO
SÃO JOÃO DO IVAÍ,SÃO JOÃO DO IVAÍ,IVAIPORÃ,NORTE CENTRAL PARANAENSE,PARANÁ,CIDADE,SÃO JOÃO DO IVAÍ,-51.8202792051938,-23.9930894814884,"473.783416",URBANO
SÃO JOÃO DO IVAÍ,SÃO JOÃO DO IVAÍ,IVAIPORÃ,NORTE CENTRAL PARANAENSE,PARANÁ,AUI,BALNEÁRIO DA PRAINHA DO RIO IVAÍ,-51.8326983893728,-23.9306385960718,"317.615171",URBANO
UBAÚNA,SÃO JOÃO DO IVAÍ,IVAIPORÃ,NORTE CENTRAL PARANAENSE,PARANÁ,VILA,UBAÚNA,-51.7146541406578,-23.9761643240163,"399.52698",URBANO
LUAR,SÃO JOÃO DO IVAÍ,IVAIPORÃ,NORTE CENTRAL PARANAENSE,PARANÁ,VILA,LUAR,-51.9160227745703,-23.9571499763658,"364.156134",URBANO
SANTA LUZIA DA ALVORADA,SÃO JOÃO DO IVAÍ,IVAIPORÃ,NORTE CENTRAL PARANAENSE,PARANÁ,VILA,SANTA LUZIA DA ALVORADA,-51.8773332075662,-24.0580932555163,"406.699335",URBANO
SÃO JOÃO DO TRIUNFO,SÃO JOÃO DO TRIUNFO,SÃO MATEUS DO SUL,SUDESTE PARANAENSE,PARANÁ,CIDADE,SÃO JOÃO DO TRIUNFO,-50.3080640619123,-25.6918750639247,"851.987646",URBANO
PALMIRA,SÃO JOÃO DO TRIUNFO,SÃO MATEUS DO SUL,SUDESTE PARANAENSE,PARANÁ,VILA,PALMIRA,-50.1532058250978,-25.6779316464911,"804.915779",URBANO
PALMIRA,SÃO JOÃO DO TRIUNFO,SÃO MATEUS DO SUL,SUDESTE PARANAENSE,PARANÁ,AUI,SEM DENOMINAÇÃO,-50.2862229047505,-25.6797285297669,"804.266089",URBANO
SÃO JORGE D'OESTE,SÃO JORGE D'OESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,CIDADE,SÃO JORGE D'OESTE,-52.9201031661411,-25.714948099592,"482.568315",URBANO
DOUTOR ANTÔNIO PARANHOS,SÃO JORGE D'OESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,DOUTOR ANTÔNIO PARANHOS,-53.010759986319,-25.6103733466885,"504.345068",URBANO
IOLÓPOLIS,SÃO JORGE D'OESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,IOLÓPOLIS,-52.8742128281033,-25.6724465733267,"538.795412",URBANO
LAGOS DO IGUAÇU,SÃO JORGE D'OESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,LAGOS DO IGUAÇU,-52.9762536873133,-25.5824343419256,"405.664676",URBANO
SEDE NOVA SANT'ANA,SÃO JORGE D'OESTE,FRANCISCO BELTRÃO,SUDOESTE PARANAENSE,PARANÁ,VILA,SEDE NOVA SANT'ANA,-52.8424379651054,-25.734885823859,"590.414942",URBANO
ITAPIRANGA,ITAPIRANGA,SÃO MIGUEL D'OESTE,OESTE CATARINENSE,SANTA CATARINA,CIDADE,ITAPIRANGA,-53.7148020649025,-27.1753750894904,"189.650907",URBANO
ITAPIRANGA,ITAPIRANGA,SÃO MIGUEL D'OESTE,OESTE CATARINENSE,SANTA CATARINA,AUI,SEDE CAPELA,-53.6330086723761,-27.1815333424984,"257.342129",URBANO
NONOAI,NONOAI,FREDERICO WESTPHALEN,NOROESTE RIO-GRANDENSE,RIO GRANDE DO SUL,ALDEIA INDÍGENA,POSTO INDÍGENA DE NONOAI,-52.8335317182436,-27.3393592279022,"543.468549",RURAL
NOVA ALVORADA,NOVA ALVORADA,GUAPORÉ,NORDESTE RIO-GRANDENSE,RIO GRANDE DO SUL,CIDADE,NOVA ALVORADA,-52.1671339172913,-28.6765644327978,"425.880512",URBANO
GENERAL CADORNA,NOVA ALVORADA,GUAPORÉ,NORDESTE RIO-GRANDENSE,RIO GRANDE DO SUL,VILA,GENERAL CADORNA,-52.1229268015787,-28.6886340519179,"379.832793",URBANO
